player_name,matches_played,innings_batted,not_outs,runs_scored,highest_inns_score,batting_average,balls_faced,batting_strike_rate,hundreds_scored,fifties_scored,duckes_scored,boundary_fours,boundary_sixes
CA Pujara,10.0,6,2,122,45*,30.50,115,106.08,0,0,0,14,3
AS Rajpoot,9.0,1,0,4,4,4.00,7,57.14,0,0,0,1,0
N Rana,15.0,15,2,304,59,23.38,232,131.03,0,1,0,26,14
AD Russell,43.0,35,6,832,88*,28.68,462,180.08,0,4,1,62,65
WP Saha,33.0,24,13,298,59*,27.09,213,139.90,0,1,1,24,12
Salman Butt,7.0,7,0,193,73,27.57,161,119.87,0,1,0,30,2
PJ Sangwan,3.0,1,1,4,4*,-,2,200.00,0,0,0,1,0
SS Sarkar,2.0,-,-,-,-,-,-,-,-,-,-,-,-
R Sathish,4.0,3,0,24,10,8.00,24,100.00,0,0,0,1,1
JPR Scantlebury-Searles,4.0,2,1,8,6*,8.00,6,133.33,0,0,0,0,1
SMSM Senanayake,8.0,4,3,10,7*,10.00,17,58.82,0,0,0,0,0
OA Shah,5.0,5,3,115,58*,57.50,95,121.05,0,1,0,7,5
SS Shaikh,2.0,1,0,6,6,6.00,7,85.71,0,0,0,1,0
Shakib Al Hasan,43.0,32,9,498,66*,21.65,382,130.36,0,2,2,44,15
I Sharma,31.0,11,7,33,9,8.25,41,80.48,0,0,1,2,1
Shivam Mavi,9.0,4,1,13,7,4.33,15,86.66,0,0,1,1,0
Shoaib Akhtar,3.0,1,0,2,2,2.00,7,28.57,0,0,0,0,0
Shubman Gill,13.0,11,5,203,57*,33.83,139,146.04,0,1,0,22,5
LR Shukla,42.0,31,7,374,48*,15.58,312,119.87,0,0,2,31,14
RK Singh,4.0,4,0,29,16,7.25,31,93.54,0,0,0,4,0
T Taibu,3.0,3,0,31,15,10.33,26,119.23,0,0,0,3,0
RN ten Doeschate,29.0,22,8,326,70*,23.28,235,138.72,0,1,3,26,15
MK Tiwary,54.0,49,15,1002,75*,29.47,897,111.70,0,4,5,82,23
Umar Gul,6.0,4,1,39,24,13.00,19,205.26,0,0,0,1,5
JD Unadkat,12.0,-,-,-,-,-,-,-,-,-,-,-,-
RV Uthappa,74.0,73,2,2157,87,30.38,1545,139.61,0,15,3,227,75
MN van Wyk,5.0,5,2,167,74,55.66,132,126.51,0,1,1,19,1
R Vinay Kumar,11.0,5,3,10,6*,5.00,9,111.11,0,0,1,1,0
CR Woakes,13.0,7,3,46,18,11.50,47,97.87,0,0,0,4,1
SA Yadav,54.0,41,14,608,60,22.51,461,131.88,0,1,1,54,21
UT Yadav,47.0,11,8,50,24*,16.66,36,138.88,0,0,1,5,2
Yashpal Singh,8.0,4,0,47,20,11.75,66,71.21,0,0,0,5,0
AN Ahmed,10.0,2,2,22,18*,-,20,110.00,0,0,0,1,1
CJ Anderson,16.0,15,3,379,95*,31.58,278,136.33,0,3,0,32,21
STR Binny,1.0,1,0,8,8,8.00,5,160.00,0,0,0,1,0
AC Blizzard,7.0,7,0,120,51,17.14,90,133.33,0,1,1,21,2
DJ Bravo,30.0,25,4,457,70*,21.76,390,117.17,0,3,0,38,17
JJ Bumrah,61.0,10,7,35,16*,11.66,37,94.59,0,0,2,2,1
JC Buttler,24.0,24,3,527,77,25.09,361,145.98,0,1,1,50,26
YS Chahal,1.0,-,-,-,-,-,-,-,-,-,-,-,-
UBT Chand,7.0,6,0,102,58,17.00,87,117.24,0,1,1,13,2
SD Chitnis,3.0,2,0,18,15,9.00,10,180.00,0,0,0,1,1
NM Coulter-Nile,1.0,1,0,9,9,9.00,6,150.00,0,0,0,0,1
BCJ Cutting,9.0,6,2,96,37,24.00,58,165.51,0,0,0,5,8
A Dananjaya,1.0,1,1,4,4*,-,5,80.00,0,0,0,0,0
M de Lange,2.0,1,0,1,1,1.00,2,50.00,0,0,0,0,0
R Dhawan,6.0,4,1,21,14,7.00,21,100.00,0,0,1,3,0
S Dhawan,15.0,14,0,231,56,16.50,215,107.44,0,2,1,26,3
JP Duminy,26.0,23,8,565,62,37.66,496,113.91,0,5,1,42,17
BR Dunk,3.0,3,0,40,20,13.33,35,114.28,0,0,0,7,0
CRD Fernando,10.0,2,2,4,2*,-,3,133.33,0,0,0,0,0
AJ Finch,3.0,3,1,23,10*,11.50,33,69.69,0,0,0,4,0
JEC Franklin,20.0,16,5,327,79,29.72,301,108.63,0,1,0,25,8
CM Gautam,9.0,9,2,121,33,17.28,111,109.00,0,0,0,13,5
HH Gibbs,3.0,3,1,81,66*,40.50,88,92.04,0,1,0,8,2
S Gopal,6.0,3,1,14,11,7.00,27,51.85,0,0,0,1,0
MJ Guptill,3.0,3,0,57,48,19.00,55,103.63,0,0,0,3,3
Harbhajan Singh,136.0,84,35,799,64,16.30,561,142.42,0,1,13,76,41
MEK Hussey,9.0,9,0,209,56,23.22,182,114.83,0,2,0,17,7
Ishan Kishan,14.0,12,0,275,62,22.91,184,149.45,0,2,3,22,17
DJ Jacobs,7.0,7,0,92,32,13.14,98,93.87,0,0,1,10,4
ST Jayasuriya,30.0,30,2,768,114*,27.42,532,144.36,1,4,2,84,39
MG Johnson,22.0,9,5,59,13*,14.75,53,111.32,0,0,0,3,3
KD Karthik,36.0,33,2,748,86,24.12,624,119.87,0,2,3,84,16
Z Khan,26.0,12,9,40,23*,13.33,31,129.03,0,0,1,3,2
MA Khote,4.0,3,1,24,9,12.00,22,109.09,0,0,0,2,1
DS Kulkarni,33.0,8,5,23,10*,7.66,42,54.76,0,0,0,2,0
P Kumar,3.0,1,0,1,1,1.00,2,50.00,0,0,0,0,0
RE Levi,6.0,6,0,83,50,13.83,73,113.69,0,1,2,10,4
E Lewis,13.0,13,0,382,65,29.38,276,138.40,0,2,2,32,24
MJ McClenaghan,51.0,20,10,74,20,7.40,54,137.03,0,0,5,3,7
CJ McKay,2.0,1,0,8,8,8.00,15,53.33,0,0,0,0,0
R McLaren,10.0,7,4,66,40,22.00,69,95.65,0,0,1,7,0
C Madan,1.0,1,0,15,15,15.00,19,78.94,0,0,0,3,0
SL Malinga,110.0,25,9,88,17,5.50,99,88.88,0,0,6,6,5
M Markande,14.0,6,4,21,7*,10.50,24,87.50,0,0,0,2,0
GJ Maxwell,3.0,3,1,36,23,18.00,27,133.33,0,0,1,1,4
Mohammad Ashraful,1.0,1,0,2,2,2.00,10,20.00,0,0,0,0,0
AG Murtaza,8.0,1,1,2,2*,-,5,40.00,0,0,0,0,0
Mustafizur Rahman,7.0,2,1,1,1,1.00,3,33.33,0,0,0,0,0
C Nanda,3.0,1,0,0,0,0.00,1,0.00,0,0,1,0,0
GR Napier,1.0,1,0,15,15,15.00,16,93.75,0,0,0,1,0
AM Nayar,30.0,24,5,457,45*,24.05,341,134.01,0,0,0,34,18
A Nehra,14.0,4,3,3,2*,3.00,13,23.07,0,0,1,0,0
A Nel,1.0,1,0,0,0,0.00,0,-,0,0,1,0,0
PP Ojha,38.0,9,5,10,3,2.50,26,38.46,0,0,1,0,0
JDP Oram,1.0,-,-,-,-,-,-,-,-,-,-,-,-
MK Pandey,3.0,2,0,3,3,1.50,9,33.33,0,0,1,0,0
HH Pandya,50.0,46,18,666,61*,23.78,480,138.75,0,2,2,44,39
KH Pandya,39.0,33,10,708,86,30.78,460,153.91,0,1,0,68,30
MM Patel,31.0,5,4,2,1*,2.00,8,25.00,0,0,1,0,0
PA Patel,40.0,40,1,911,81,23.35,691,131.83,0,5,5,119,17
RV Pawar,1.0,-,-,-,-,-,-,-,-,-,-,-,-
NLTC Perera,2.0,2,1,4,4*,4.00,9,44.44,0,0,1,0,0
RJ Peterson,5.0,5,2,32,16*,10.66,30,106.66,0,0,1,3,1
KA Pollard,132.0,121,33,2476,78,28.13,1699,145.73,0,13,3,167,154
SM Pollock,13.0,8,0,147,33,18.37,111,132.43,0,0,2,12,8
RT Ponting,6.0,5,0,52,28,10.40,75,69.33,0,0,1,3,1
RW Price,1.0,-,-,-,-,-,-,-,-,-,-,-,-
AM Rahane,10.0,9,1,148,62*,18.50,140,105.71,0,2,2,13,3
RR Raje,10.0,5,4,20,11*,20.00,18,111.11,0,0,0,1,1
N Rana,17.0,15,1,437,70,31.21,339,128.90,0,4,0,31,25
AT Rayudu,114.0,107,18,2416,81*,27.14,1915,126.16,0,14,9,205,79
L Ronchi,5.0,5,0,34,13,6.80,34,100.00,0,0,1,6,1
PJ Sangwan,1.0,1,0,0,0,0.00,4,0.00,0,0,1,0,0
K Santokie,2.0,-,-,-,-,-,-,-,-,-,-,-,-
R Sathish,21.0,14,5,137,24,15.22,130,105.38,0,0,1,12,0
PR Shah,14.0,9,2,87,29,12.42,86,101.16,0,0,1,8,2
RA Shaikh,1.0,-,-,-,-,-,-,-,-,-,-,-,-
KV Sharma,9.0,6,0,49,19,8.16,41,119.51,0,0,0,5,2
RG Sharma,128.0,124,21,3323,109*,32.26,2539,130.87,1,26,10,283,133
R Shukla,1.0,-,-,-,-,-,-,-,-,-,-,-,-
LMP Simmons,29.0,29,2,1079,100*,39.96,852,126.64,1,11,2,109,44
RP Singh,11.0,5,3,6,3,3.00,12,50.00,0,0,1,0,0
DR Smith,24.0,22,2,620,87*,31.00,479,129.43,0,5,2,63,27
TG Southee,14.0,5,1,37,25,9.25,22,168.18,0,0,0,1,3
J Suchith,14.0,6,5,48,34*,48.00,32,150.00,0,0,0,4,2
TL Suman,10.0,9,1,80,36,10.00,70,114.28,0,0,0,6,6
P Suyal,5.0,-,-,-,-,-,-,-,-,-,-,-,-
A Symonds,11.0,9,5,135,44*,33.75,138,97.82,0,0,0,9,3
YV Takawale,11.0,5,2,88,27,29.33,87,101.14,0,0,0,9,2
AP Tare,29.0,23,4,313,59,16.47,235,133.19,0,1,2,36,11
SR Tendulkar,78.0,78,11,2334,100*,34.83,1948,119.81,1,13,4,295,29
DJ Thornely,6.0,4,2,39,30,19.50,53,73.58,0,0,0,2,2
SS Tiwary,24.0,21,3,510,61,28.33,384,132.81,0,4,1,41,19
RV Uthappa,14.0,14,5,320,48,35.55,279,114.69,0,0,0,34,9
R Vinay Kumar,17.0,5,3,13,12,6.50,14,92.85,0,0,1,0,1
SA Yadav,15.0,15,0,512,72,34.13,388,131.95,0,4,2,61,16
VS Yeligati,2.0,1,0,2,2,2.00,2,100.00,0,0,0,0,0
Ankit Sharma,8.0,4,1,41,30,13.66,36,113.88,0,0,1,5,1
Anureet Singh,3.0,1,1,3,3*,-,4,75.00,0,0,0,0,0
JC Archer,10.0,8,3,15,8,3.00,21,71.42,0,0,3,2,0
SA Asnodkar,20.0,20,0,423,60,21.15,339,124.77,0,2,3,56,10
S Badree,1.0,-,-,-,-,-,-,-,-,-,-,-,-
R Bhatia,14.0,8,2,67,23,11.16,54,124.07,0,0,1,4,3
STR Binny,64.0,49,16,661,48*,20.03,523,126.38,0,0,6,49,24
J Botha,24.0,19,8,335,67*,30.45,292,114.72,0,1,0,29,3
JC Buttler,13.0,13,3,548,95*,54.80,353,155.24,0,5,0,52,21
LA Carseldine,5.0,5,1,81,39,20.25,68,119.11,0,0,0,11,0
UBT Chand,1.0,1,0,2,2,2.00,9,22.22,0,0,0,0,0
A Chandila,12.0,2,2,4,4*,-,7,57.14,0,0,0,0,0
AA Chavan,13.0,3,1,12,7*,6.00,11,109.09,0,0,0,2,0
SD Chitnis,1.0,1,0,6,6,6.00,8,75.00,0,0,0,1,0
P Chopra,1.0,1,0,8,8,8.00,6,133.33,0,0,0,2,0
KK Cooper,25.0,14,5,116,32,12.88,68,170.58,0,0,1,9,8
BCJ Cutting,1.0,1,0,8,8,8.00,6,133.33,0,0,0,0,1
P Dogra,9.0,8,0,107,41,13.37,106,100.94,0,0,1,4,5
AP Dole,3.0,2,0,34,30,17.00,22,154.54,0,0,0,3,1
ND Doshi,3.0,1,0,0,0,0.00,13,0.00,0,0,1,0,0
R Dravid,46.0,45,2,1276,66,29.67,1151,110.86,0,7,0,171,11
JP Faulkner,42.0,32,15,382,46,22.47,260,146.92,0,0,0,25,23
FY Fazal,12.0,11,1,183,45,18.30,173,105.78,0,0,1,22,1
AJ Finch,1.0,1,0,21,21,21.00,21,100.00,0,0,0,0,1
S Gopal,11.0,4,1,50,24,16.66,45,111.11,0,0,1,5,0
SP Goswami,11.0,6,1,69,24,13.80,67,102.98,0,0,1,4,1
K Gowtham,15.0,13,4,126,33*,14.00,64,196.87,0,0,1,9,9
Harmeet Singh,1.0,-,-,-,-,-,-,-,-,-,-,-,-
SM Harwood,3.0,2,2,9,6*,-,14,64.28,0,0,0,0,0
T Henderson,2.0,2,0,11,11,5.50,16,68.75,0,0,1,0,1
BJ Hodge,33.0,30,12,639,54*,35.50,465,137.41,0,1,0,49,24
GB Hogg,10.0,3,1,15,13,7.50,16,93.75,0,0,0,1,0
DJ Hooda,14.0,9,0,151,54,16.77,95,158.94,0,1,0,6,11
Iqbal Abdulla,1.0,-,-,-,-,-,-,-,-,-,-,-,-
RA Jadeja,27.0,22,4,430,42,23.88,369,116.53,0,0,2,32,12
AA Jhunjhunwala,13.0,11,2,183,53*,20.33,166,110.24,0,1,0,16,4
M Kaif,16.0,14,3,176,34*,16.00,171,102.92,0,0,0,14,6
Kamran Akmal,6.0,6,1,128,53*,25.60,78,164.10,0,1,0,13,8
Kamran Khan,8.0,2,1,3,3,3.00,5,60.00,0,0,0,0,0
H Klaasen,4.0,4,1,57,32,19.00,47,121.27,0,0,1,5,1
T Kohli,2.0,2,0,10,7,5.00,15,66.66,0,0,0,0,1
DS Kulkarni,27.0,6,3,45,28*,15.00,43,104.65,0,0,0,1,2
B Laughlin,7.0,2,1,1,1*,1.00,4,25.00,0,0,1,0,0
DS Lehmann,2.0,2,0,18,17,9.00,18,100.00,0,0,0,3,0
MK Lomror,2.0,2,1,20,11,20.00,21,95.23,0,0,0,1,0
MJ Lumb,11.0,11,0,278,83,25.27,192,144.79,0,1,2,45,6
VS Malik,4.0,1,1,1,1*,-,2,50.00,0,0,0,0,0
DR Martyn,1.0,1,0,19,19,19.00,24,79.16,0,0,0,1,0
AD Mascarenhas,8.0,7,1,60,27,10.00,57,105.26,0,0,1,4,1
AL Menaria,29.0,23,2,401,40,19.09,356,112.64,0,0,1,24,18
M Morkel,4.0,3,1,17,8,8.50,24,70.83,0,0,0,2,0
CH Morris,11.0,7,5,76,34*,38.00,46,165.21,0,0,1,3,5
KK Nair,25.0,23,2,511,73*,24.33,377,135.54,0,4,0,56,14
S Narwal,5.0,3,1,14,12,7.00,12,116.66,0,0,1,2,0
AM Nayar,5.0,4,1,43,23,14.33,47,91.48,0,0,0,5,1
NV Ojha,22.0,22,3,545,94*,28.68,429,127.03,0,4,3,53,26
JDP Oram,2.0,1,0,0,0,0.00,3,0.00,0,0,1,0,0
Pankaj Singh,12.0,2,2,5,4*,-,8,62.50,0,0,0,0,0
MM Patel,30.0,9,5,37,23*,9.25,32,115.62,0,0,3,5,0
NK Patel,9.0,6,2,121,57,30.25,119,101.68,0,1,0,14,1
YK Pathan,43.0,42,4,1011,100,26.60,627,161.24,1,6,1,89,61
AG Paunikar,5.0,5,0,49,20,9.80,58,84.48,0,0,1,9,0
MDKJ Perera,2.0,2,0,14,14,7.00,13,107.69,0,0,1,3,0
RJ Quiney,7.0,7,0,103,51,14.71,102,100.98,0,1,0,12,3
AM Rahane,86.0,80,10,2417,103*,34.52,2006,120.48,1,16,4,257,44
AS Raut,22.0,16,7,194,36*,21.55,167,116.16,0,0,1,13,7
M Rawat,16.0,10,6,50,23*,12.50,58,86.20,0,0,1,4,1
KW Richardson,7.0,1,0,1,1,1.00,2,50.00,0,0,0,0,0
Sachin Baby,4.0,1,0,3,3,3.00,7,42.85,0,0,0,0,0
D Salunkhe,6.0,3,1,33,26*,16.50,24,137.50,0,0,0,5,0
SV Samson,53.0,49,4,1190,92*,26.44,934,127.40,0,7,3,90,49
OA Shah,15.0,15,4,365,76,33.18,279,130.82,0,3,0,26,16
PR Shah,2.0,1,0,5,5,5.00,5,100.00,0,0,0,1,0
DJM Short,7.0,7,0,115,44,16.42,99,116.16,0,0,0,11,5
R Shukla,3.0,1,1,1,1*,-,2,50.00,0,0,0,0,0
A Singh,23.0,5,1,2,1*,0.50,10,20.00,0,0,3,0,0
GC Smith,25.0,25,3,697,91,31.68,617,112.96,0,4,2,88,9
SPD Smith,24.0,19,4,440,79*,29.33,331,132.93,0,2,1,46,7
IS Sodhi,6.0,1,0,1,1,1.00,6,16.66,0,0,0,0,0
Sohail Tanvir,11.0,5,2,36,13,12.00,29,124.13,0,0,0,3,1
TG Southee,10.0,4,2,17,7*,8.50,13,130.76,0,0,0,2,0
BB Sran,1.0,-,-,-,-,-,-,-,-,-,-,-,-
S Sreesanth,7.0,3,2,1,1*,1.00,4,25.00,0,0,1,0,0
BA Stokes,13.0,13,1,196,45,16.33,161,121.73,0,0,1,13,6
SW Tait,21.0,5,2,23,11,7.66,26,88.46,0,0,1,1,1
PV Tambe,26.0,5,3,11,3*,5.50,20,55.00,0,0,0,0,0
LRPL Taylor,12.0,11,6,181,47*,36.20,152,119.07,0,0,1,11,7
R Tewatia,4.0,1,0,16,16,16.00,13,123.07,0,0,0,0,1
J Theron,1.0,1,1,1,1*,-,1,100.00,0,0,0,0,0
RA Tripathi,12.0,12,3,226,80*,25.11,167,135.32,0,1,0,18,8
SK Trivedi,76.0,15,8,42,9,6.00,59,71.18,0,0,1,3,1
JD Unadkat,15.0,7,3,49,26,12.25,38,128.94,0,0,1,6,1
A Uniyal,2.0,2,1,4,4*,4.00,7,57.14,0,0,1,0,0
PC Valthaty,2.0,2,0,6,5,3.00,12,50.00,0,0,0,1,0
AC Voges,9.0,7,3,181,45*,45.25,143,126.57,0,0,0,15,3
SB Wagh,1.0,-,-,-,-,-,-,-,-,-,-,-,-
SK Warne,55.0,29,9,198,34*,9.90,214,92.52,0,0,7,14,6
SR Watson,78.0,76,11,2372,104*,36.49,1679,141.27,2,14,2,237,109
DH Yagnik,25.0,17,7,170,34,17.00,137,124.08,0,0,1,23,2
Younis Khan,1.0,1,0,3,3,3.00,7,42.85,0,0,0,0,0
B Akhil,1.0,1,0,13,13,13.00,9,144.44,0,0,0,0,1
Y Gnaneswara Rao,2.0,1,0,19,19,19.00,17,111.76,0,0,0,3,0
RV Gomez,11.0,8,3,46,26*,9.20,50,92.00,0,0,3,4,1
BJ Hodge,14.0,14,6,285,51*,35.62,236,120.76,0,1,1,26,9
RA Jadeja,14.0,12,3,283,47,31.44,228,124.12,0,0,0,20,14
KM Jadhav,6.0,4,1,18,12,6.00,23,78.26,0,0,1,1,0
DPMD Jayawardene,13.0,13,0,299,76,23.00,257,116.34,0,3,0,35,5
M Klinger,4.0,4,0,73,29,18.25,77,94.80,0,0,0,9,0
VVS Laxman,3.0,3,0,44,36,14.66,42,104.76,0,0,1,3,2
BB McCullum,13.0,13,0,357,81,27.46,275,129.81,0,1,2,35,16
M Muralitharan,5.0,1,1,5,5*,-,8,62.50,0,0,0,0,0
P Parameswaran,5.0,1,1,1,1*,-,1,100.00,0,0,0,0,0
PA Patel,14.0,13,3,202,37*,20.20,183,110.38,0,0,2,25,2
NLTC Perera,4.0,2,0,23,22,11.50,27,85.18,0,0,0,4,0
RR Powar,5.0,3,2,11,8*,11.00,13,84.61,0,0,1,0,0
P Prasanth,1.0,-,-,-,-,-,-,-,-,-,-,-,-
OA Shah,3.0,2,0,26,23,13.00,15,173.33,0,0,0,1,2
RP Singh,14.0,5,2,2,1*,0.66,4,50.00,0,0,2,0,0
S Sreesanth,9.0,3,1,1,1,0.50,9,11.11,0,0,1,0,0
R Vinay Kumar,13.0,7,1,50,18,8.33,47,106.38,0,0,0,4,1
P Amarnath,6.0,-,-,-,-,-,-,-,-,-,-,-,-
S Anirudha,19.0,12,5,133,64,19.00,108,123.14,0,1,2,9,7
KB Arun Karthik,1.0,1,1,3,3*,-,5,60.00,0,0,0,0,0
R Ashwin,97.0,31,11,190,23,9.50,202,94.05,0,0,3,19,1
KM Asif,2.0,-,-,-,-,-,-,-,-,-,-,-,-
S Badree,4.0,-,-,-,-,-,-,-,-,-,-,-,-
S Badrinath,95.0,67,20,1441,71*,30.65,1212,118.89,0,11,6,154,28
GJ Bailey,4.0,3,0,63,30,21.00,66,95.45,0,0,0,9,0
L Balaji,29.0,8,2,22,15,3.66,34,64.70,0,0,3,1,1
SW Billings,10.0,8,0,108,56,13.50,78,138.46,0,1,1,8,5
DE Bollinger,27.0,4,3,21,16*,21.00,23,91.30,0,0,0,1,1
DJ Bravo,77.0,55,25,847,68,28.23,618,137.05,0,2,2,62,40
DL Chahar,12.0,4,1,50,39,16.66,29,172.41,0,0,1,1,4
MS Dhoni,145.0,131,49,3442,79*,41.97,2446,140.71,0,18,3,242,156
F du Plessis,51.0,45,4,1243,73,30.31,972,127.88,0,7,2,109,35
SP Fleming,10.0,10,1,196,45,21.77,165,118.78,0,0,1,27,3
A Flintoff,3.0,3,1,62,24,31.00,53,116.98,0,0,0,5,2
C Ganapathy,1.0,1,1,0,0*,-,0,-,0,0,0,0,0
MS Gony,26.0,9,5,50,15*,12.50,36,138.88,0,0,0,2,5
Harbhajan Singh,13.0,3,0,29,19,9.66,36,80.55,0,0,0,3,1
JW Hastings,1.0,-,-,-,-,-,-,-,-,-,-,-,-
ML Hayden,32.0,32,2,1107,93,36.90,805,137.51,0,8,1,121,44
BW Hilfenhaus,17.0,1,1,0,0*,-,0,-,0,0,0,0,0
JO Holder,6.0,-,-,-,-,-,-,-,-,-,-,-,-
DJ Hussey,5.0,4,2,116,50*,58.00,94,123.40,0,1,0,8,6
MEK Hussey,50.0,49,7,1768,116*,42.09,1430,123.63,1,13,1,181,45
Imran Tahir,6.0,1,1,2,2*,-,2,100.00,0,0,0,0,0
RA Jadeja,86.0,60,23,759,48,20.51,596,127.34,0,0,3,49,27
KM Jadhav,1.0,1,1,24,24*,-,22,109.09,0,0,0,1,2
SB Jakati,50.0,7,6,27,13,27.00,27,100.00,0,0,0,3,0
Joginder Sharma,16.0,6,2,36,16*,9.00,30,120.00,0,0,2,1,2
S Randiv,8.0,1,0,2,2,2.00,4,50.00,0,0,0,0,0
CK Kapugedera,5.0,3,0,16,8,5.33,23,69.56,0,0,1,0,0
JM Kemp,5.0,2,0,26,22,13.00,24,108.33,0,0,0,1,1
KMDN Kulasekara,6.0,1,1,5,5*,-,3,166.66,0,0,0,1,0
B Laughlin,2.0,2,1,4,4*,4.00,9,44.44,0,0,1,0,0
BB McCullum,28.0,28,2,841,100*,32.34,613,137.19,1,5,0,83,42
VY Mahesh,5.0,-,-,-,-,-,-,-,-,-,-,-,-
M Manhas,12.0,5,3,35,13*,17.50,23,152.17,0,0,0,3,1
RG More,2.0,1,1,2,2*,-,2,100.00,0,0,0,0,0
JA Morkel,78.0,59,24,827,71,23.62,571,144.83,0,2,3,51,48
CH Morris,16.0,6,4,14,7*,7.00,16,87.50,0,0,1,0,0
A Mukund,2.0,1,0,0,0,0.00,1,0.00,0,0,1,0,0
M Muralitharan,40.0,6,2,9,4,2.25,13,69.23,0,0,1,1,0
DP Nannes,5.0,1,1,0,0*,-,0,-,0,0,0,0,0
P Negi,12.0,9,1,116,36,14.50,73,158.90,0,0,0,10,5
A Nehra,20.0,4,3,1,1*,1.00,7,14.28,0,0,1,0,0
L Ngidi,7.0,-,-,-,-,-,-,-,-,-,-,-,-
M Ntini,9.0,2,1,11,11,11.00,18,61.11,0,0,0,2,0
JDP Oram,15.0,11,4,106,41*,15.14,105,100.95,0,0,0,6,5
IC Pandey,23.0,-,-,-,-,-,-,-,-,-,-,-,-
PA Patel,26.0,26,2,516,57,21.50,502,102.78,0,3,4,67,7
NLTC Perera,1.0,-,-,-,-,-,-,-,-,-,-,-,-
SK Raina,147.0,143,23,4144,100*,34.53,2982,138.96,1,29,7,367,162
AS Rajpoot,2.0,1,1,2,2*,-,6,33.33,0,0,0,0,0
AT Rayudu,16.0,16,2,602,100*,43.00,402,149.75,1,3,1,53,34
WP Saha,14.0,7,2,144,46*,28.80,133,108.27,0,0,0,8,8
V Shankar,1.0,-,-,-,-,-,-,-,-,-,-,-,-
KV Sharma,6.0,1,1,0,0*,-,0,-,0,0,0,0,0
MM Sharma,47.0,9,5,29,21*,7.25,26,111.53,0,0,3,1,2
DR Shorey,1.0,1,0,8,8,8.00,9,88.88,0,0,0,0,1
DR Smith,32.0,32,0,965,79,30.15,751,128.49,0,7,3,102,50
TG Southee,5.0,-,-,-,-,-,-,-,-,-,-,-,-
SB Styris,2.0,1,1,5,5*,-,2,250.00,0,0,0,1,0
SN Thakur,13.0,1,1,15,15*,-,5,300.00,0,0,0,3,0
T Thushara,6.0,4,2,12,8,6.00,18,66.66,0,0,0,0,0
S Tyagi,14.0,3,2,3,3*,3.00,4,75.00,0,0,1,0,0
S Vidyut,9.0,8,0,145,54,18.12,109,133.02,0,1,1,21,3
M Vijay,65.0,65,4,1612,127,26.42,1261,127.83,2,7,3,140,67
SR Watson,15.0,15,1,555,117*,39.64,359,154.59,2,2,1,44,35
DJ Willey,3.0,-,-,-,-,-,-,-,-,-,-,-,-
MA Wood,1.0,1,0,1,1,1.00,3,33.33,0,0,0,0,0
